n_cargos,static_v2_cost,static_v2_time_ms,dynamic_v2_cost,dynamic_v2_time_ms
191,25820.23617442292,127.9906000054325,24169.80739852724,159.89280000212602
192,25815.281429199586,122.44350000401028,24301.477621971684,160.2668999985326
193,26112.95645308921,123.77420000120765,24327.268379456284,162.15720000036526
194,26234.43826355025,122.34750000061467,24161.238030505112,161.76010000344831
195,26499.009479677563,124.30440000025555,24378.0284002076,167.92809999606106
196,26280.268190366056,124.93250000261469,24402.775162396832,164.60010000446346
197,26631.21019281273,125.83459999586921,24766.288676670934,165.1622999997926
198,26790.637493504702,128.61130000237608,24694.130306466646,165.1540999955614
199,26828.30014208022,126.10080000013113,24563.349226794264,164.53960000217194
200,26796.494947381627,126.52259999595117,25227.246202671926,171.7477999991388
